1|1|0.000000|157|4|6|192.168.43.153|13.227.166.29|44966|443|musicstreaming
2|0|0.045322|32|4|6|13.227.166.29|192.168.43.153|443|44966|musicstreaming
3|0|0.173422|1380|4|6|13.227.166.29|192.168.43.153|443|44966|musicstreaming
4|1|0.173441|32|4|6|192.168.43.153|13.227.166.29|44966|443|musicstreaming
5|0|0.173572|475|4|6|13.227.166.29|192.168.43.153|443|44966|musicstreaming
6|1|0.173580|32|4|6|192.168.43.153|13.227.166.29|44966|443|musicstreaming
7|0|0.173592|63|4|6|13.227.166.29|192.168.43.153|443|44966|musicstreaming
8|1|0.173615|32|4|6|192.168.43.153|13.227.166.29|44966|443|musicstreaming
9|1|0.177197|140|4|6|192.168.43.153|13.227.166.29|44966|443|musicstreaming
10|0|0.229564|32|4|6|13.227.166.29|192.168.43.153|443|44966|musicstreaming
11|0|0.332059|1380|4|6|13.227.166.29|192.168.43.153|443|44966|musicstreaming
12|1|0.332079|32|4|6|192.168.43.153|13.227.166.29|44966|443|musicstreaming
13|0|0.333681|1380|4|6|13.227.166.29|192.168.43.153|443|44966|musicstreaming
14|1|0.333700|32|4|6|192.168.43.153|13.227.166.29|44966|443|musicstreaming
15|0|0.339134|1380|4|6|13.227.166.29|192.168.43.153|443|44966|musicstreaming
16|1|0.339152|32|4|6|192.168.43.153|13.227.166.29|44966|443|musicstreaming
17|0|0.339623|1380|4|6|13.227.166.29|192.168.43.153|443|44966|musicstreaming
18|1|0.339642|32|4|6|192.168.43.153|13.227.166.29|44966|443|musicstreaming
19|0|0.339702|1380|4|6|13.227.166.29|192.168.43.153|443|44966|musicstreaming
20|1|0.339709|32|4|6|192.168.43.153|13.227.166.29|44966|443|musicstreaming
21|0|0.341800|1380|4|6|13.227.166.29|192.168.43.153|443|44966|musicstreaming
22|1|0.341823|32|4|6|192.168.43.153|13.227.166.29|44966|443|musicstreaming
23|0|0.344479|1380|4|6|13.227.166.29|192.168.43.153|443|44966|musicstreaming
24|1|0.344498|32|4|6|192.168.43.153|13.227.166.29|44966|443|musicstreaming
25|0|0.348558|1380|4|6|13.227.166.29|192.168.43.153|443|44966|musicstreaming
26|1|0.348576|32|4|6|192.168.43.153|13.227.166.29|44966|443|musicstreaming
27|0|0.349275|1380|4|6|13.227.166.29|192.168.43.153|443|44966|musicstreaming
28|1|0.349295|32|4|6|192.168.43.153|13.227.166.29|44966|443|musicstreaming
29|0|0.352444|1380|4|6|13.227.166.29|192.168.43.153|443|44966|musicstreaming
30|1|0.352465|32|4|6|192.168.43.153|13.227.166.29|44966|443|musicstreaming
31|0|0.353937|1380|4|6|13.227.166.29|192.168.43.153|443|44966|musicstreaming
32|1|0.353957|32|4|6|192.168.43.153|13.227.166.29|44966|443|musicstreaming
33|0|0.355420|1380|4|6|13.227.166.29|192.168.43.153|443|44966|musicstreaming
34|1|0.355441|32|4|6|192.168.43.153|13.227.166.29|44966|443|musicstreaming
35|0|0.358415|1380|4|6|13.227.166.29|192.168.43.153|443|44966|musicstreaming
36|0|0.359692|1380|4|6|13.227.166.29|192.168.43.153|443|44966|musicstreaming
37|1|0.359708|32|4|6|192.168.43.153|13.227.166.29|44966|443|musicstreaming
38|0|0.361039|1380|4|6|13.227.166.29|192.168.43.153|443|44966|musicstreaming
39|0|0.361380|1380|4|6|13.227.166.29|192.168.43.153|443|44966|musicstreaming
40|1|0.361388|32|4|6|192.168.43.153|13.227.166.29|44966|443|musicstreaming
41|0|0.364039|1380|4|6|13.227.166.29|192.168.43.153|443|44966|musicstreaming
42|0|0.364285|1380|4|6|13.227.166.29|192.168.43.153|443|44966|musicstreaming
43|1|0.364298|32|4|6|192.168.43.153|13.227.166.29|44966|443|musicstreaming
44|0|0.364586|1380|4|6|13.227.166.29|192.168.43.153|443|44966|musicstreaming
45|0|0.366276|1380|4|6|13.227.166.29|192.168.43.153|443|44966|musicstreaming
46|1|0.366295|32|4|6|192.168.43.153|13.227.166.29|44966|443|musicstreaming
47|0|0.366597|1380|4|6|13.227.166.29|192.168.43.153|443|44966|musicstreaming
48|0|0.367054|1380|4|6|13.227.166.29|192.168.43.153|443|44966|musicstreaming
49|1|0.367060|32|4|6|192.168.43.153|13.227.166.29|44966|443|musicstreaming
50|0|0.368894|1380|4|6|13.227.166.29|192.168.43.153|443|44966|musicstreaming
51|0|0.369843|1380|4|6|13.227.166.29|192.168.43.153|443|44966|musicstreaming
52|1|0.369864|32|4|6|192.168.43.153|13.227.166.29|44966|443|musicstreaming
53|0|0.370077|1380|4|6|13.227.166.29|192.168.43.153|443|44966|musicstreaming
54|0|0.370816|1380|4|6|13.227.166.29|192.168.43.153|443|44966|musicstreaming
55|1|0.370824|32|4|6|192.168.43.153|13.227.166.29|44966|443|musicstreaming
56|0|0.372081|1380|4|6|13.227.166.29|192.168.43.153|443|44966|musicstreaming
57|0|0.372774|1380|4|6|13.227.166.29|192.168.43.153|443|44966|musicstreaming
58|1|0.372779|32|4|6|192.168.43.153|13.227.166.29|44966|443|musicstreaming
59|0|0.373105|1380|4|6|13.227.166.29|192.168.43.153|443|44966|musicstreaming
60|0|0.375069|1380|4|6|13.227.166.29|192.168.43.153|443|44966|musicstreaming
61|1|0.375079|32|4|6|192.168.43.153|13.227.166.29|44966|443|musicstreaming
62|0|0.375505|1380|4|6|13.227.166.29|192.168.43.153|443|44966|musicstreaming
63|0|0.376432|1380|4|6|13.227.166.29|192.168.43.153|443|44966|musicstreaming
64|1|0.376451|32|4|6|192.168.43.153|13.227.166.29|44966|443|musicstreaming
65|0|0.377673|1380|4|6|13.227.166.29|192.168.43.153|443|44966|musicstreaming
66|0|0.378009|1380|4|6|13.227.166.29|192.168.43.153|443|44966|musicstreaming
67|1|0.378021|32|4|6|192.168.43.153|13.227.166.29|44966|443|musicstreaming
68|0|0.379098|1380|4|6|13.227.166.29|192.168.43.153|443|44966|musicstreaming
69|0|0.380298|1380|4|6|13.227.166.29|192.168.43.153|443|44966|musicstreaming
70|1|0.380317|32|4|6|192.168.43.153|13.227.166.29|44966|443|musicstreaming
71|0|0.380700|1380|4|6|13.227.166.29|192.168.43.153|443|44966|musicstreaming
72|0|0.383081|1380|4|6|13.227.166.29|192.168.43.153|443|44966|musicstreaming
73|1|0.383095|32|4|6|192.168.43.153|13.227.166.29|44966|443|musicstreaming
74|0|0.383424|1380|4|6|13.227.166.29|192.168.43.153|443|44966|musicstreaming
75|0|0.383908|1380|4|6|13.227.166.29|192.168.43.153|443|44966|musicstreaming
76|1|0.383918|32|4|6|192.168.43.153|13.227.166.29|44966|443|musicstreaming
77|0|0.384827|1380|4|6|13.227.166.29|192.168.43.153|443|44966|musicstreaming
78|0|0.386020|1380|4|6|13.227.166.29|192.168.43.153|443|44966|musicstreaming
79|1|0.386026|32|4|6|192.168.43.153|13.227.166.29|44966|443|musicstreaming
80|0|0.387046|1380|4|6|13.227.166.29|192.168.43.153|443|44966|musicstreaming
81|0|0.388635|1380|4|6|13.227.166.29|192.168.43.153|443|44966|musicstreaming
82|1|0.388654|32|4|6|192.168.43.153|13.227.166.29|44966|443|musicstreaming
83|0|0.388982|1380|4|6|13.227.166.29|192.168.43.153|443|44966|musicstreaming
84|0|0.389665|1380|4|6|13.227.166.29|192.168.43.153|443|44966|musicstreaming
85|1|0.389676|32|4|6|192.168.43.153|13.227.166.29|44966|443|musicstreaming
86|0|0.389997|1380|4|6|13.227.166.29|192.168.43.153|443|44966|musicstreaming
87|0|0.390463|1380|4|6|13.227.166.29|192.168.43.153|443|44966|musicstreaming
88|1|0.390471|32|4|6|192.168.43.153|13.227.166.29|44966|443|musicstreaming
89|0|0.392261|1380|4|6|13.227.166.29|192.168.43.153|443|44966|musicstreaming
90|0|0.392575|1380|4|6|13.227.166.29|192.168.43.153|443|44966|musicstreaming
91|1|0.392583|32|4|6|192.168.43.153|13.227.166.29|44966|443|musicstreaming
92|0|0.394847|1380|4|6|13.227.166.29|192.168.43.153|443|44966|musicstreaming
93|0|0.395728|1380|4|6|13.227.166.29|192.168.43.153|443|44966|musicstreaming
94|1|0.395747|32|4|6|192.168.43.153|13.227.166.29|44966|443|musicstreaming
95|0|0.396003|1380|4|6|13.227.166.29|192.168.43.153|443|44966|musicstreaming
96|0|0.397107|1380|4|6|13.227.166.29|192.168.43.153|443|44966|musicstreaming
97|1|0.397126|32|4|6|192.168.43.153|13.227.166.29|44966|443|musicstreaming
98|0|0.397359|1380|4|6|13.227.166.29|192.168.43.153|443|44966|musicstreaming
99|0|0.398851|1380|4|6|13.227.166.29|192.168.43.153|443|44966|musicstreaming
100|1|0.398862|32|4|6|192.168.43.153|13.227.166.29|44966|443|musicstreaming
101|0|0.400122|1380|4|6|13.227.166.29|192.168.43.153|443|44966|musicstreaming
102|0|0.402577|1380|4|6|13.227.166.29|192.168.43.153|443|44966|musicstreaming
103|1|0.402595|32|4|6|192.168.43.153|13.227.166.29|44966|443|musicstreaming
104|0|0.404278|1380|4|6|13.227.166.29|192.168.43.153|443|44966|musicstreaming
105|0|0.405984|1380|4|6|13.227.166.29|192.168.43.153|443|44966|musicstreaming
106|1|0.406003|32|4|6|192.168.43.153|13.227.166.29|44966|443|musicstreaming
107|0|0.407558|1380|4|6|13.227.166.29|192.168.43.153|443|44966|musicstreaming
108|0|0.409191|1380|4|6|13.227.166.29|192.168.43.153|443|44966|musicstreaming
109|1|0.409203|32|4|6|192.168.43.153|13.227.166.29|44966|443|musicstreaming
110|0|0.410248|1380|4|6|13.227.166.29|192.168.43.153|443|44966|musicstreaming
111|0|0.410545|1380|4|6|13.227.166.29|192.168.43.153|443|44966|musicstreaming
112|1|0.410554|32|4|6|192.168.43.153|13.227.166.29|44966|443|musicstreaming
113|0|0.419569|1380|4|6|13.227.166.29|192.168.43.153|443|44966|musicstreaming
114|0|0.419886|1380|4|6|13.227.166.29|192.168.43.153|443|44966|musicstreaming
115|1|0.419908|32|4|6|192.168.43.153|13.227.166.29|44966|443|musicstreaming
116|0|0.419980|1380|4|6|13.227.166.29|192.168.43.153|443|44966|musicstreaming
117|0|0.420190|1380|4|6|13.227.166.29|192.168.43.153|443|44966|musicstreaming
118|1|0.420198|32|4|6|192.168.43.153|13.227.166.29|44966|443|musicstreaming
119|0|0.420976|1380|4|6|13.227.166.29|192.168.43.153|443|44966|musicstreaming
120|0|0.422707|1380|4|6|13.227.166.29|192.168.43.153|443|44966|musicstreaming
121|1|0.422719|32|4|6|192.168.43.153|13.227.166.29|44966|443|musicstreaming
122|0|0.425107|1380|4|6|13.227.166.29|192.168.43.153|443|44966|musicstreaming
123|0|0.426149|1380|4|6|13.227.166.29|192.168.43.153|443|44966|musicstreaming
124|1|0.426168|32|4|6|192.168.43.153|13.227.166.29|44966|443|musicstreaming
125|0|0.426150|1380|4|6|13.227.166.29|192.168.43.153|443|44966|musicstreaming
126|0|0.429026|1380|4|6|13.227.166.29|192.168.43.153|443|44966|musicstreaming
127|1|0.429038|32|4|6|192.168.43.153|13.227.166.29|44966|443|musicstreaming
128|0|0.429649|1380|4|6|13.227.166.29|192.168.43.153|443|44966|musicstreaming
129|0|0.431798|1380|4|6|13.227.166.29|192.168.43.153|443|44966|musicstreaming
