1|1|0.000000|1358|4|17|192.168.43.153|173.194.154.106|36454|443|streaming
2|0|0.062133|1358|4|17|173.194.154.106|192.168.43.153|443|36454|streaming
3|1|0.063769|1358|4|17|192.168.43.153|173.194.154.106|36454|443|streaming
4|0|0.064821|1358|4|17|173.194.154.106|192.168.43.153|443|36454|streaming
5|0|0.065365|1140|4|17|173.194.154.106|192.168.43.153|443|36454|streaming
6|1|0.065763|49|4|17|192.168.43.153|173.194.154.106|36454|443|streaming
7|1|0.071644|81|4|17|192.168.43.153|173.194.154.106|36454|443|streaming
8|1|0.071997|79|4|17|192.168.43.153|173.194.154.106|36454|443|streaming
9|1|0.072426|1234|4|17|192.168.43.153|173.194.154.106|36454|443|streaming
10|1|0.072578|792|4|17|192.168.43.153|173.194.154.106|36454|443|streaming
11|0|0.122311|539|4|17|173.194.154.106|192.168.43.153|443|36454|streaming
12|0|0.122403|84|4|17|173.194.154.106|192.168.43.153|443|36454|streaming
13|1|0.122628|42|4|17|192.168.43.153|173.194.154.106|36454|443|streaming
14|0|0.127548|35|4|17|173.194.154.106|192.168.43.153|443|36454|streaming
15|0|0.128038|35|4|17|173.194.154.106|192.168.43.153|443|36454|streaming
16|1|0.128211|41|4|17|192.168.43.153|173.194.154.106|36454|443|streaming
17|0|0.169920|688|4|17|173.194.154.106|192.168.43.153|443|36454|streaming
18|0|0.170173|1354|4|17|173.194.154.106|192.168.43.153|443|36454|streaming
19|0|0.171532|1358|4|17|173.194.154.106|192.168.43.153|443|36454|streaming
20|1|0.172916|43|4|17|192.168.43.153|173.194.154.106|36454|443|streaming
21|1|0.173144|41|4|17|192.168.43.153|173.194.154.106|36454|443|streaming
22|0|0.180369|1358|4|17|173.194.154.106|192.168.43.153|443|36454|streaming
23|0|0.182393|1358|4|17|173.194.154.106|192.168.43.153|443|36454|streaming
24|1|0.182549|41|4|17|192.168.43.153|173.194.154.106|36454|443|streaming
25|0|0.182952|1358|4|17|173.194.154.106|192.168.43.153|443|36454|streaming
26|0|0.183474|1358|4|17|173.194.154.106|192.168.43.153|443|36454|streaming
27|0|0.183625|1358|4|17|173.194.154.106|192.168.43.153|443|36454|streaming
28|1|0.183626|41|4|17|192.168.43.153|173.194.154.106|36454|443|streaming
29|0|0.185697|1358|4|17|173.194.154.106|192.168.43.153|443|36454|streaming
30|1|0.185866|41|4|17|192.168.43.153|173.194.154.106|36454|443|streaming
31|0|0.186221|1358|4|17|173.194.154.106|192.168.43.153|443|36454|streaming
32|0|0.186378|1358|4|17|173.194.154.106|192.168.43.153|443|36454|streaming
33|1|0.186480|41|4|17|192.168.43.153|173.194.154.106|36454|443|streaming
34|0|0.186534|1358|4|17|173.194.154.106|192.168.43.153|443|36454|streaming
35|0|0.186688|1358|4|17|173.194.154.106|192.168.43.153|443|36454|streaming
36|1|0.186820|41|4|17|192.168.43.153|173.194.154.106|36454|443|streaming
37|0|0.186876|1358|4|17|173.194.154.106|192.168.43.153|443|36454|streaming
38|0|0.187335|1358|4|17|173.194.154.106|192.168.43.153|443|36454|streaming
39|1|0.187443|41|4|17|192.168.43.153|173.194.154.106|36454|443|streaming
40|0|0.189323|1358|4|17|173.194.154.106|192.168.43.153|443|36454|streaming
41|0|0.189672|1358|4|17|173.194.154.106|192.168.43.153|443|36454|streaming
42|0|0.189822|1358|4|17|173.194.154.106|192.168.43.153|443|36454|streaming
43|1|0.190175|41|4|17|192.168.43.153|173.194.154.106|36454|443|streaming
44|1|0.216266|41|4|17|192.168.43.153|173.194.154.106|36454|443|streaming
45|0|0.224348|1358|4|17|173.194.154.106|192.168.43.153|443|36454|streaming
46|0|0.224636|1358|4|17|173.194.154.106|192.168.43.153|443|36454|streaming
47|0|0.224788|1358|4|17|173.194.154.106|192.168.43.153|443|36454|streaming
48|0|0.224943|1358|4|17|173.194.154.106|192.168.43.153|443|36454|streaming
49|1|0.225111|41|4|17|192.168.43.153|173.194.154.106|36454|443|streaming
50|1|0.225730|41|4|17|192.168.43.153|173.194.154.106|36454|443|streaming
51|0|0.228750|1358|4|17|173.194.154.106|192.168.43.153|443|36454|streaming
52|0|0.229099|1358|4|17|173.194.154.106|192.168.43.153|443|36454|streaming
53|0|0.229254|1358|4|17|173.194.154.106|192.168.43.153|443|36454|streaming
54|1|0.229710|41|4|17|192.168.43.153|173.194.154.106|36454|443|streaming
55|0|0.234197|1358|4|17|173.194.154.106|192.168.43.153|443|36454|streaming
56|1|0.234373|41|4|17|192.168.43.153|173.194.154.106|36454|443|streaming
57|0|0.241243|1358|4|17|173.194.154.106|192.168.43.153|443|36454|streaming
58|0|0.241526|1358|4|17|173.194.154.106|192.168.43.153|443|36454|streaming
59|0|0.241769|1358|4|17|173.194.154.106|192.168.43.153|443|36454|streaming
60|0|0.241867|1358|4|17|173.194.154.106|192.168.43.153|443|36454|streaming
61|0|0.242081|1358|4|17|173.194.154.106|192.168.43.153|443|36454|streaming
62|0|0.242419|1358|4|17|173.194.154.106|192.168.43.153|443|36454|streaming
63|1|0.243190|41|4|17|192.168.43.153|173.194.154.106|36454|443|streaming
64|1|0.243342|41|4|17|192.168.43.153|173.194.154.106|36454|443|streaming
65|1|0.243449|41|4|17|192.168.43.153|173.194.154.106|36454|443|streaming
66|0|0.248585|1358|4|17|173.194.154.106|192.168.43.153|443|36454|streaming
67|0|0.248966|1358|4|17|173.194.154.106|192.168.43.153|443|36454|streaming
68|1|0.249590|41|4|17|192.168.43.153|173.194.154.106|36454|443|streaming
69|0|0.252872|1358|4|17|173.194.154.106|192.168.43.153|443|36454|streaming
70|0|0.253170|1358|4|17|173.194.154.106|192.168.43.153|443|36454|streaming
71|0|0.253318|1358|4|17|173.194.154.106|192.168.43.153|443|36454|streaming
72|1|0.253373|41|4|17|192.168.43.153|173.194.154.106|36454|443|streaming
73|0|0.255879|1358|4|17|173.194.154.106|192.168.43.153|443|36454|streaming
74|1|0.256087|41|4|17|192.168.43.153|173.194.154.106|36454|443|streaming
75|0|0.256182|1358|4|17|173.194.154.106|192.168.43.153|443|36454|streaming
76|0|0.271370|1358|4|17|173.194.154.106|192.168.43.153|443|36454|streaming
77|1|0.272094|44|4|17|192.168.43.153|173.194.154.106|36454|443|streaming
78|0|0.274182|1358|4|17|173.194.154.106|192.168.43.153|443|36454|streaming
79|1|0.274362|43|4|17|192.168.43.153|173.194.154.106|36454|443|streaming
80|0|0.281270|1358|4|17|173.194.154.106|192.168.43.153|443|36454|streaming
81|0|0.281679|1358|4|17|173.194.154.106|192.168.43.153|443|36454|streaming
82|1|0.282362|41|4|17|192.168.43.153|173.194.154.106|36454|443|streaming
83|0|0.282778|1358|4|17|173.194.154.106|192.168.43.153|443|36454|streaming
84|0|0.284912|1358|4|17|173.194.154.106|192.168.43.153|443|36454|streaming
85|1|0.285061|41|4|17|192.168.43.153|173.194.154.106|36454|443|streaming
86|0|0.285068|1358|4|17|173.194.154.106|192.168.43.153|443|36454|streaming
87|0|0.287007|1358|4|17|173.194.154.106|192.168.43.153|443|36454|streaming
88|1|0.287147|41|4|17|192.168.43.153|173.194.154.106|36454|443|streaming
89|0|0.287290|1358|4|17|173.194.154.106|192.168.43.153|443|36454|streaming
90|0|0.287638|1358|4|17|173.194.154.106|192.168.43.153|443|36454|streaming
91|1|0.287720|41|4|17|192.168.43.153|173.194.154.106|36454|443|streaming
92|0|0.289820|1358|4|17|173.194.154.106|192.168.43.153|443|36454|streaming
93|0|0.290225|1358|4|17|173.194.154.106|192.168.43.153|443|36454|streaming
94|1|0.290371|41|4|17|192.168.43.153|173.194.154.106|36454|443|streaming
95|0|0.290630|1358|4|17|173.194.154.106|192.168.43.153|443|36454|streaming
96|0|0.291417|1358|4|17|173.194.154.106|192.168.43.153|443|36454|streaming
97|1|0.291562|41|4|17|192.168.43.153|173.194.154.106|36454|443|streaming
98|0|0.291770|1358|4|17|173.194.154.106|192.168.43.153|443|36454|streaming
99|0|0.294043|1358|4|17|173.194.154.106|192.168.43.153|443|36454|streaming
100|1|0.294196|41|4|17|192.168.43.153|173.194.154.106|36454|443|streaming
101|0|0.294498|1358|4|17|173.194.154.106|192.168.43.153|443|36454|streaming
102|0|0.298232|1358|4|17|173.194.154.106|192.168.43.153|443|36454|streaming
